stim_file,reward_prob
logs/sub-99/anim-neutral_id-1363_gender-male_rewardprob-80_session-plusmin.png,64
logs/sub-99/anim-neutral_id-1344_gender-male_rewardprob-64_session-plusmin.png,64
logs/sub-99/anim-neutral_id-1342_gender-male_rewardprob-36_session-plusmin.png,64
logs/sub-99/anim-neutral_id-1341_gender-male_rewardprob-20_session-plusmin.png,64
