phase,rating_attribute,rating_question,rating_question_details,rating_low,rating_high,stim_file,age,gender,stim_csv,trial_csv,RL_wrong_instruction,RL_wrong_instruction_n,feedback_txt_incorrect,RL_session_notice,session_name,number_str,practice_reps,condition,left_face,right_face,rewarded_resp,correct_face,reward_prob,pre_rating_scales_loop.thisRepN,pre_rating_scales_loop.thisTrialN,pre_rating_scales_loop.thisN,pre_rating_scales_loop.thisIndex,pre_rating_stims_loop.thisRepN,pre_rating_stims_loop.thisTrialN,pre_rating_stims_loop.thisN,pre_rating_stims_loop.thisIndex,session_loop.thisRepN,session_loop.thisTrialN,session_loop.thisN,session_loop.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,real_trials.thisRepN,real_trials.thisTrialN,real_trials.thisN,real_trials.thisIndex,post_rating_loop.thisRepN,post_rating_loop.thisTrialN,post_rating_loop.thisN,post_rating_loop.thisIndex,post_neutral_face_loop.thisRepN,post_neutral_face_loop.thisTrialN,post_neutral_face_loop.thisN,post_neutral_face_loop.thisIndex,pre_rating_scale.response,pre_rating_scale.rt,practice_response.keys,practice_response.corr,practice_response.rt,real_RL_response.keys,real_RL_response.corr,real_RL_response.rt,post_rating_scale.response,post_rating_scale.rt,participant,participant_gender,skip_practice,skip_ratings,date,expName,frameRate
rating,arousal,Hoe geactiveerd maakt dit gezicht je?,"Je beoordeelt dit op een schaal van ‘Helemaal niet geactiveerd’ tot ‘Zeer geactiveerd’. Met ‘geactiveerd’ bedoelen we dat het het gezicht je alert, energiek, en/of gespannen doet voelen; met ‘niet geactiveerd’ bedoelen we dat het gezicht je kalm, ontspannen, en/of rustig doet voelen.",Helemaal niet geactiveerd,Zeer geactiveerd,stims/neutral_stims/id-1289_gender-F_age-20.png,20,F,,,,,,,,,,,,,,,,0,4,4,1,0,49,49,10,,,,,,,,,,,,,,,,,,,,,1,1.234,,,,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
rating,arousal,Hoe geactiveerd maakt dit gezicht je?,"Je beoordeelt dit op een schaal van ‘Helemaal niet geactiveerd’ tot ‘Zeer geactiveerd’. Met ‘geactiveerd’ bedoelen we dat het het gezicht je alert, energiek, en/of gespannen doet voelen; met ‘niet geactiveerd’ bedoelen we dat het gezicht je kalm, ontspannen, en/of rustig doet voelen.",Helemaal niet geactiveerd,Zeer geactiveerd,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,90_vs_10,stims/practice_stims/obama.jpg,stims/practice_stims/clinton.jpg,f,stims/practice_stims/obama.jpg,,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,f,1,1.700306674,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,70_vs_30,stims/practice_stims/trump.jpg,stims/practice_stims/bush.jpg,f,stims/practice_stims/trump.jpg,,,,,,,,,,0,0,0,0,0,1,1,14,,,,,,,,,,,,,,,f,1,2.267001211,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,70_vs_30,stims/practice_stims/bush.jpg,stims/practice_stims/trump.jpg,j,stims/practice_stims/trump.jpg,,,,,,,,,,0,0,0,0,0,2,2,18,,,,,,,,,,,,,,,f,0,1.033775109,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,70_vs_30,stims/practice_stims/bush.jpg,stims/practice_stims/trump.jpg,f,stims/practice_stims/trump.jpg,,,,,,,,,,0,0,0,0,0,3,3,17,,,,,,,,,,,,,,,j,0,0.633574816,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,70_vs_30,stims/practice_stims/trump.jpg,stims/practice_stims/bush.jpg,j,stims/practice_stims/bush.jpg,,,,,,,,,,0,0,0,0,0,4,4,11,,,,,,,,,,,,,,,f,0,0.700302124,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,70_vs_30,stims/practice_stims/bush.jpg,stims/practice_stims/trump.jpg,j,stims/practice_stims/trump.jpg,,,,,,,,,,0,0,0,0,0,5,5,19,,,,,,,,,,,,,,,j,1,0.933760431,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,70_vs_30,stims/practice_stims/bush.jpg,stims/practice_stims/trump.jpg,f,stims/practice_stims/trump.jpg,,,,,,,,,,0,0,0,0,0,6,6,16,,,,,,,,,,,,,,,f,1,1.10037863,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,70_vs_30,stims/practice_stims/trump.jpg,stims/practice_stims/bush.jpg,j,stims/practice_stims/bush.jpg,,,,,,,,,,0,0,0,0,0,7,7,10,,,,,,,,,,,,,,,f,0,1.233765901,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,90_vs_10,stims/practice_stims/obama.jpg,stims/practice_stims/clinton.jpg,f,stims/practice_stims/obama.jpg,,,,,,,,,,0,0,0,0,0,8,8,0,,,,,,,,,,,,,,,f,1,0.667028153,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,90_vs_10,stims/practice_stims/obama.jpg,stims/practice_stims/clinton.jpg,f,stims/practice_stims/obama.jpg,,,,,,,,,,0,0,0,0,0,9,9,2,,,,,,,,,,,,,,,j,0,1.333639292,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,90_vs_10,stims/practice_stims/clinton.jpg,stims/practice_stims/obama.jpg,j,stims/practice_stims/obama.jpg,,,,,,,,,,0,0,0,0,0,10,10,8,,,,,,,,,,,,,,,j,1,0.833377775,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,90_vs_10,stims/practice_stims/clinton.jpg,stims/practice_stims/obama.jpg,j,stims/practice_stims/obama.jpg,,,,,,,,,,0,0,0,0,0,11,11,6,,,,,,,,,,,,,,,j,1,0.46704251,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,70_vs_30,stims/practice_stims/bush.jpg,stims/practice_stims/trump.jpg,f,stims/practice_stims/bush.jpg,,,,,,,,,,0,0,0,0,0,12,12,15,,,,,,,,,,,,,,,f,1,0.933813834,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,70_vs_30,stims/practice_stims/trump.jpg,stims/practice_stims/bush.jpg,j,stims/practice_stims/bush.jpg,,,,,,,,,,0,0,0,0,0,13,13,12,,,,,,,,,,,,,,,j,1,0.733584739,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,90_vs_10,stims/practice_stims/obama.jpg,stims/practice_stims/clinton.jpg,f,stims/practice_stims/obama.jpg,,,,,,,,,,0,0,0,0,0,14,14,1,,,,,,,,,,,,,,,f,1,0.866976842,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,90_vs_10,stims/practice_stims/clinton.jpg,stims/practice_stims/obama.jpg,f,stims/practice_stims/clinton.jpg,,,,,,,,,,0,0,0,0,0,15,15,9,,,,,,,,,,,,,,,j,0,0.832051418,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,90_vs_10,stims/practice_stims/clinton.jpg,stims/practice_stims/obama.jpg,j,stims/practice_stims/obama.jpg,,,,,,,,,,0,0,0,0,0,16,16,5,,,,,,,,,,,,,,,f,0,1.366673004,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,90_vs_10,stims/practice_stims/clinton.jpg,stims/practice_stims/obama.jpg,j,stims/practice_stims/obama.jpg,,,,,,,,,,0,0,0,0,0,17,17,7,,,,,,,,,,,,,,,j,1,0.600491631,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,70_vs_30,stims/practice_stims/trump.jpg,stims/practice_stims/bush.jpg,j,stims/practice_stims/bush.jpg,,,,,,,,,,0,0,0,0,0,18,18,13,,,,,,,,,,,,,,,j,1,1.799804962,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
practice,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,90_vs_10,stims/practice_stims/obama.jpg,stims/practice_stims/clinton.jpg,f,stims/practice_stims/obama.jpg,,,,,,,,,,0,0,0,0,0,19,19,4,,,,,,,,,,,,,,,f,1,0.733580539,,,,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,80_vs_20,logs/sub-99/id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png,logs/sub-99/id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,0,0,17,,,,,,,,,,,,,,f,1,2.000244687,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,80_vs_20,logs/sub-99/id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png,logs/sub-99/id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,1,1,16,,,,,,,,,,,,,,f,1,1.733664369,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,j,,,,,,,,,,,0,0,0,0,,,,,0,2,2,69,,,,,,,,,,,,,,j,1,1.735312233,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,3,3,64,,,,,,,,,,,,,,j,0,1.268706488,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,j,,,,,,,,,,,0,0,0,0,,,,,0,4,4,85,,,,,,,,,,,,,,f,0,1.300174824,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,80_vs_20,logs/sub-99/id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png,logs/sub-99/id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,5,5,2,,,,,,,,,,,,,,f,1,1.166981651,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,80_vs_20,logs/sub-99/id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png,logs/sub-99/id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png,j,,,,,,,,,,,0,0,0,0,,,,,0,6,6,35,,,,,,,,,,,,,,j,1,1.166950089,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,80_vs_20,logs/sub-99/id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png,logs/sub-99/id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png,j,,,,,,,,,,,0,0,0,0,,,,,0,7,7,38,,,,,,,,,,,,,,j,1,1.233546565,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,j,,,,,,,,,,,0,0,0,0,,,,,0,8,8,66,,,,,,,,,,,,,,f,0,2.033709283,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,j,,,,,,,,,,,0,0,0,0,,,,,0,9,9,98,,,,,,,,,,,,,,j,1,1.433478759,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,10,10,82,,,,,,,,,,,,,,j,0,1.133656268,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,j,,,,,,,,,,,0,0,0,0,,,,,0,11,11,95,,,,,,,,,,,,,,j,1,1.500288612,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,80_vs_20,logs/sub-99/id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png,logs/sub-99/id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,12,12,25,,,,,,,,,,,,,,j,0,1.435550447,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,13,13,75,,,,,,,,,,,,,,j,0,1.53363866,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,14,14,80,,,,,,,,,,,,,,f,1,1.200025507,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,80_vs_20,logs/sub-99/id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png,logs/sub-99/id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,15,15,4,,,,,,,,,,,,,,f,1,1.533553628,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,j,,,,,,,,,,,0,0,0,0,,,,,0,16,16,94,,,,,,,,,,,,,,f,0,1.033618091,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,80_vs_20,logs/sub-99/id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png,logs/sub-99/id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,17,17,26,,,,,,,,,,,,,,j,0,1.233620415,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,j,,,,,,,,,,,0,0,0,0,,,,,0,18,18,97,,,,,,,,,,,,,,f,0,1.233590498,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,19,19,58,,,,,,,,,,,,,,f,1,0.933581062,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,j,,,,,,,,,,,0,0,0,0,,,,,0,20,20,70,,,,,,,,,,,,,,f,0,0.733577698,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,80_vs_20,logs/sub-99/id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png,logs/sub-99/id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,21,21,27,,,,,,,,,,,,,,j,0,1.866985664,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,22,22,59,,,,,,,,,,,,,,f,1,1.333647564,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,j,,,,,,,,,,,0,0,0,0,,,,,0,23,23,71,,,,,,,,,,,,,,f,0,0.735120615,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,j,,,,,,,,,,,0,0,0,0,,,,,0,24,24,86,,,,,,,,,,,,,,j,1,1.433694911,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,64_vs_36,logs/sub-99/id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png,logs/sub-99/id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,25,25,62,,,,,,,,,,,,,,f,1,1.000402722,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
learning,,,,,,,,,logs/sub-99/stims_session-plusneu.csv,logs/sub-99/trials_phase-learning_session-plusneu.csv,win je niks.,dat je niks wint.,(0 euro gewonnen), ,plusneu,eerste,1,80_vs_20,logs/sub-99/id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png,logs/sub-99/id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png,f,,,,,,,,,,,0,0,0,0,,,,,0,26,26,10,,,,,,,,,,,,,,f,1,1.666862588,,,99,M,FALSE,FALSE,2018_okt_15_1409,pilot_RL,29.99706506
