phase,rating_attribute,rating_question,rating_question_details,rating_low,rating_high,stim_file,age,gender,RL_session_notice,RL_wrong_instruction,RL_wrong_instruction_n,feedback_txt_incorrect,number_str,practice_reps,session_name,stim_csv,trial_csv,condition,left_face,right_face,rewarded_resp,correct_resp,reward_prob,pre_rating_scales_loop.thisRepN,pre_rating_scales_loop.thisTrialN,pre_rating_scales_loop.thisN,pre_rating_scales_loop.thisIndex,pre_rating_stims_loop.thisRepN,pre_rating_stims_loop.thisTrialN,pre_rating_stims_loop.thisN,pre_rating_stims_loop.thisIndex,session_loop.thisRepN,session_loop.thisTrialN,session_loop.thisN,session_loop.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,real_trials.thisRepN,real_trials.thisTrialN,real_trials.thisN,real_trials.thisIndex,post_rating_loop.thisRepN,post_rating_loop.thisTrialN,post_rating_loop.thisN,post_rating_loop.thisIndex,post_neutral_face_loop.thisRepN,post_neutral_face_loop.thisTrialN,post_neutral_face_loop.thisN,post_neutral_face_loop.thisIndex,pre_rating_scale.response,pre_rating_scale.rt,practice_response.keys,practice_response.corr,practice_response.rt,real_RL_response.keys,real_RL_response.corr,real_RL_response.rt,post_rating_scale.response,post_rating_scale.rt,participant,participant_gender,skip_practice,skip_ratings,date,expName,frameRate,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1342_gender-M_age-19.png,19,M,,,,,,,,,,,,,,,,0,3,3,4,0,5,5,30,,,,,,,,,,,,,,,,,,,,,1,2.259,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1280_gender-M_age-18.png,18,M,,,,,,,,,,,,,,,,0,3,3,4,0,6,6,8,,,,,,,,,,,,,,,,,,,,,-3,2.134,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1311_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,3,3,4,0,7,7,23,,,,,,,,,,,,,,,,,,,,,-1,1.393,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1260_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,3,3,4,0,8,8,0,,,,,,,,,,,,,,,,,,,,,-3,1.676,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1315_gender-M_age-16.png,16,M,,,,,,,,,,,,,,,,0,3,3,4,0,9,9,24,,,,,,,,,,,,,,,,,,,,,2,1.851,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1294_gender-F_age-26.png,26,F,,,,,,,,,,,,,,,,0,3,3,4,0,10,10,14,,,,,,,,,,,,,,,,,,,,,1,1.951,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1302_gender-F_age-30.png,30,F,,,,,,,,,,,,,,,,0,3,3,4,0,11,11,18,,,,,,,,,,,,,,,,,,,,,2,1.859,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1279_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,3,3,4,0,12,12,7,,,,,,,,,,,,,,,,,,,,,-1,1.243,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1318_gender-M_age-35.png,35,M,,,,,,,,,,,,,,,,0,3,3,4,0,13,13,25,,,,,,,,,,,,,,,,,,,,,1,1.334,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1355_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,3,3,4,0,14,14,35,,,,,,,,,,,,,,,,,,,,,-2,2.151,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1345_gender-M_age-18.png,18,M,,,,,,,,,,,,,,,,0,3,3,4,0,15,15,32,,,,,,,,,,,,,,,,,,,,,1,1.859,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1341_gender-M_age-19.png,19,M,,,,,,,,,,,,,,,,0,3,3,4,0,16,16,29,,,,,,,,,,,,,,,,,,,,,1,1.143,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1360_gender-F_age-20.png,20,F,,,,,,,,,,,,,,,,0,3,3,4,0,17,17,38,,,,,,,,,,,,,,,,,,,,,-3,1.792,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1362_gender-F_age-24.png,24,F,,,,,,,,,,,,,,,,0,3,3,4,0,18,18,40,,,,,,,,,,,,,,,,,,,,,-2,1.468,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1310_gender-F_age-28.png,28,F,,,,,,,,,,,,,,,,0,3,3,4,0,19,19,22,,,,,,,,,,,,,,,,,,,,,2,1.401,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1373_gender-F_age-30.png,30,F,,,,,,,,,,,,,,,,0,3,3,4,0,20,20,45,,,,,,,,,,,,,,,,,,,,,-1,1.493,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1309_gender-M_age-22.png,22,M,,,,,,,,,,,,,,,,0,3,3,4,0,21,21,21,,,,,,,,,,,,,,,,,,,,,-2,1.701,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1335_gender-M_age-23.png,23,M,,,,,,,,,,,,,,,,0,3,3,4,0,22,22,27,,,,,,,,,,,,,,,,,,,,,-3,2.401,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1270_gender-F_age-30.png,30,F,,,,,,,,,,,,,,,,0,3,3,4,0,23,23,4,,,,,,,,,,,,,,,,,,,,,0,1.918,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1307_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,3,3,4,0,24,24,20,,,,,,,,,,,,,,,,,,,,,0,0.943,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1356_gender-F_age-20.png,20,F,,,,,,,,,,,,,,,,0,3,3,4,0,25,25,36,,,,,,,,,,,,,,,,,,,,,0,0.968,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1344_gender-M_age-25.png,25,M,,,,,,,,,,,,,,,,0,3,3,4,0,26,26,31,,,,,,,,,,,,,,,,,,,,,-2,2.835,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1269_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,3,3,4,0,27,27,3,,,,,,,,,,,,,,,,,,,,,-1,1.276,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1290_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,3,3,4,0,28,28,11,,,,,,,,,,,,,,,,,,,,,1,1.393,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1354_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,3,3,4,0,29,29,34,,,,,,,,,,,,,,,,,,,,,-1,1.301,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1295_gender-F_age-26.png,26,F,,,,,,,,,,,,,,,,0,3,3,4,0,30,30,15,,,,,,,,,,,,,,,,,,,,,1,1.893,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1377_gender-M_age-20.png,20,M,,,,,,,,,,,,,,,,0,3,3,4,0,31,31,47,,,,,,,,,,,,,,,,,,,,,0,1.468,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1273_gender-F_age-20.png,20,F,,,,,,,,,,,,,,,,0,3,3,4,0,32,32,5,,,,,,,,,,,,,,,,,,,,,1,1.301,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1297_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,3,3,4,0,33,33,17,,,,,,,,,,,,,,,,,,,,,0,0.668,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1266_gender-M_age-21.png,21,M,,,,,,,,,,,,,,,,0,3,3,4,0,34,34,2,,,,,,,,,,,,,,,,,,,,,0,0.676,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1376_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,3,3,4,0,35,35,46,,,,,,,,,,,,,,,,,,,,,0,1.143,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1291_gender-F_age-24.png,24,F,,,,,,,,,,,,,,,,0,3,3,4,0,36,36,12,,,,,,,,,,,,,,,,,,,,,0,0.768,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1289_gender-F_age-20.png,20,F,,,,,,,,,,,,,,,,0,3,3,4,0,37,37,10,,,,,,,,,,,,,,,,,,,,,0,0.876,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1361_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,3,3,4,0,38,38,39,,,,,,,,,,,,,,,,,,,,,0,2.126,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1296_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,3,3,4,0,39,39,16,,,,,,,,,,,,,,,,,,,,,0,4.293,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1370_gender-M_age-19.png,19,M,,,,,,,,,,,,,,,,0,3,3,4,0,40,40,44,,,,,,,,,,,,,,,,,,,,,1,2.709,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1378_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,3,3,4,0,41,41,48,,,,,,,,,,,,,,,,,,,,,1,1.71,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1367_gender-M_age-20.png,20,M,,,,,,,,,,,,,,,,0,3,3,4,0,42,42,43,,,,,,,,,,,,,,,,,,,,,1,1.126,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1264_gender-F_age-26.png,26,F,,,,,,,,,,,,,,,,0,3,3,4,0,43,43,1,,,,,,,,,,,,,,,,,,,,,-2,1.534,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1293_gender-F_age-31.png,31,F,,,,,,,,,,,,,,,,0,3,3,4,0,44,44,13,,,,,,,,,,,,,,,,,,,,,-1,1.409,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1339_gender-F_age-30.png,30,F,,,,,,,,,,,,,,,,0,3,3,4,0,45,45,28,,,,,,,,,,,,,,,,,,,,,-2,1.293,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1323_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,3,3,4,0,46,46,26,,,,,,,,,,,,,,,,,,,,,-1,4.001,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1306_gender-F_age-21.png,21,F,,,,,,,,,,,,,,,,0,3,3,4,0,47,47,19,,,,,,,,,,,,,,,,,,,,,0,2.084,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1358_gender-F_age-32.png,32,F,,,,,,,,,,,,,,,,0,3,3,4,0,48,48,37,,,,,,,,,,,,,,,,,,,,,0,1.776,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,stims\neutral_stims\id-1347_gender-F_age-27.png,27,F,,,,,,,,,,,,,,,,0,3,3,4,0,49,49,33,,,,,,,,,,,,,,,,,,,,,0,0.809,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van 'Helemaal niet dominant' tot 'Zeer dominant'.,Helemaal niet dominant,Zeer dominant,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,arousal,Hoe geactiveerd maakt dit gezicht je?,Je beoordeelt dit op een schaal van 'Helemaal niet geactiveerd' tot 'Zeer geactiveerd'. Met 'geactiveerd' bedoelen we dat het het gezicht je alert/energiek/gespannen doet voelen. Met 'niet geactiveerd' bedoelen we dat het gezicht je kalm/ontspannen/rustig doet voelen.,Helemaal niet geactiveerd,Zeer geactiveerd,stims\neutral_stims\id-1290_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,4,4,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,0,1.684,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,arousal,Hoe geactiveerd maakt dit gezicht je?,Je beoordeelt dit op een schaal van 'Helemaal niet geactiveerd' tot 'Zeer geactiveerd'. Met 'geactiveerd' bedoelen we dat het het gezicht je alert/energiek/gespannen doet voelen. Met 'niet geactiveerd' bedoelen we dat het gezicht je kalm/ontspannen/rustig doet voelen.,Helemaal niet geactiveerd,Zeer geactiveerd,stims\neutral_stims\id-1344_gender-M_age-25.png,25,M,,,,,,,,,,,,,,,,0,4,4,0,0,1,1,31,,,,,,,,,,,,,,,,,,,,,-1,1.326,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,arousal,Hoe geactiveerd maakt dit gezicht je?,Je beoordeelt dit op een schaal van 'Helemaal niet geactiveerd' tot 'Zeer geactiveerd'. Met 'geactiveerd' bedoelen we dat het het gezicht je alert/energiek/gespannen doet voelen. Met 'niet geactiveerd' bedoelen we dat het gezicht je kalm/ontspannen/rustig doet voelen.,Helemaal niet geactiveerd,Zeer geactiveerd,stims\neutral_stims\id-1370_gender-M_age-19.png,19,M,,,,,,,,,,,,,,,,0,4,4,0,0,2,2,44,,,,,,,,,,,,,,,,,,,,,1,1.209,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,arousal,Hoe geactiveerd maakt dit gezicht je?,Je beoordeelt dit op een schaal van 'Helemaal niet geactiveerd' tot 'Zeer geactiveerd'. Met 'geactiveerd' bedoelen we dat het het gezicht je alert/energiek/gespannen doet voelen. Met 'niet geactiveerd' bedoelen we dat het gezicht je kalm/ontspannen/rustig doet voelen.,Helemaal niet geactiveerd,Zeer geactiveerd,stims\neutral_stims\id-1367_gender-M_age-20.png,20,M,,,,,,,,,,,,,,,,0,4,4,0,0,3,3,43,,,,,,,,,,,,,,,,,,,,,1,1.218,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,arousal,Hoe geactiveerd maakt dit gezicht je?,Je beoordeelt dit op een schaal van 'Helemaal niet geactiveerd' tot 'Zeer geactiveerd'. Met 'geactiveerd' bedoelen we dat het het gezicht je alert/energiek/gespannen doet voelen. Met 'niet geactiveerd' bedoelen we dat het gezicht je kalm/ontspannen/rustig doet voelen.,Helemaal niet geactiveerd,Zeer geactiveerd,stims\neutral_stims\id-1315_gender-M_age-16.png,16,M,,,,,,,,,,,,,,,,0,4,4,0,0,4,4,24,,,,,,,,,,,,,,,,,,,,,1,1.134,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,arousal,Hoe geactiveerd maakt dit gezicht je?,Je beoordeelt dit op een schaal van 'Helemaal niet geactiveerd' tot 'Zeer geactiveerd'. Met 'geactiveerd' bedoelen we dat het het gezicht je alert/energiek/gespannen doet voelen. Met 'niet geactiveerd' bedoelen we dat het gezicht je kalm/ontspannen/rustig doet voelen.,Helemaal niet geactiveerd,Zeer geactiveerd,stims\neutral_stims\id-1335_gender-M_age-23.png,23,M,,,,,,,,,,,,,,,,0,4,4,0,0,5,5,27,,,,,,,,,,,,,,,,,,,,,-1,0.959,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,arousal,Hoe geactiveerd maakt dit gezicht je?,Je beoordeelt dit op een schaal van 'Helemaal niet geactiveerd' tot 'Zeer geactiveerd'. Met 'geactiveerd' bedoelen we dat het het gezicht je alert/energiek/gespannen doet voelen. Met 'niet geactiveerd' bedoelen we dat het gezicht je kalm/ontspannen/rustig doet voelen.,Helemaal niet geactiveerd,Zeer geactiveerd,stims\neutral_stims\id-1289_gender-F_age-20.png,20,F,,,,,,,,,,,,,,,,0,4,4,0,0,6,6,10,,,,,,,,,,,,,,,,,,,,,-2,1.459,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,arousal,Hoe geactiveerd maakt dit gezicht je?,Je beoordeelt dit op een schaal van 'Helemaal niet geactiveerd' tot 'Zeer geactiveerd'. Met 'geactiveerd' bedoelen we dat het het gezicht je alert/energiek/gespannen doet voelen. Met 'niet geactiveerd' bedoelen we dat het gezicht je kalm/ontspannen/rustig doet voelen.,Helemaal niet geactiveerd,Zeer geactiveerd,stims\neutral_stims\id-1269_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,4,4,0,0,7,7,3,,,,,,,,,,,,,,,,,,,,,-3,1.493,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,arousal,Hoe geactiveerd maakt dit gezicht je?,Je beoordeelt dit op een schaal van 'Helemaal niet geactiveerd' tot 'Zeer geactiveerd'. Met 'geactiveerd' bedoelen we dat het het gezicht je alert/energiek/gespannen doet voelen. Met 'niet geactiveerd' bedoelen we dat het gezicht je kalm/ontspannen/rustig doet voelen.,Helemaal niet geactiveerd,Zeer geactiveerd,stims\neutral_stims\id-1377_gender-M_age-20.png,20,M,,,,,,,,,,,,,,,,0,4,4,0,0,8,8,47,,,,,,,,,,,,,,,,,,,,,-2,1.201,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
rating,arousal,Hoe geactiveerd maakt dit gezicht je?,Je beoordeelt dit op een schaal van 'Helemaal niet geactiveerd' tot 'Zeer geactiveerd'. Met 'geactiveerd' bedoelen we dat het het gezicht je alert/energiek/gespannen doet voelen. Met 'niet geactiveerd' bedoelen we dat het gezicht je kalm/ontspannen/rustig doet voelen.,Helemaal niet geactiveerd,Zeer geactiveerd,stims\neutral_stims\id-1341_gender-M_age-19.png,19,M,,,,,,,,,,,,,,,,0,4,4,0,0,9,9,29,,,,,,,,,,,,,,,,,,,,,-1,1.401,,,,,,,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
